col1,col2,col3,col4,col5,col6,class
0.61,0.54,0.54,0.69,0.56,127,2
0.62,0.52,0.55,0.73,0.6,109,2
0.58,0.5,0.53,0.65,0.52,61,2
0.59,0.51,0.54,0.63,0.5,42,2
0.6,0.52,0.53,0.65,0.52,-30,0
0.61,0.54,0.55,0.73,0.59,311,2
0.59,0.5,0.55,0.67,0.56,20,2
0.58,0.49,0.54,0.64,0.5,-52,0
0.58,0.48,0.54,0.63,0.49,-30,0
0.6,0.52,0.54,0.72,0.52,151,2
0.62,0.53,0.56,0.72,0.58,-5,0
0.59,0.48,0.55,0.63,0.53,27,2
0.58,0.47,0.54,0.63,0.5,-189,0
0.59,0.49,0.53,0.65,0.53,7,2
0.65,0.52,0.56,0.74,0.63,318,3
0.61,0.49,0.55,0.65,0.54,60,2
0.58,0.49,0.53,0.63,0.5,-296,0
0.59,0.49,0.53,0.64,0.51,107,2
0.64,0.5,0.56,0.69,0.57,359,2
0.59,0.5,0.53,0.64,0.48,38,2
0.57,0.5,0.53,0.63,0.48,-20,0
0.58,0.51,0.53,0.65,0.49,-20,0
0.62,0.53,0.56,0.73,0.57,256,2
0.6,0.49,0.55,0.69,0.54,92,2
0.59,0.48,0.54,0.64,0.49,-1,0
0.59,0.49,0.53,0.64,0.49,-37,0
0.61,0.51,0.54,0.68,0.55,145,2
0.6,0.49,0.54,0.68,0.54,76,2
0.58,0.48,0.53,0.63,0.48,3,2
0.59,0.48,0.54,0.64,0.48,-119,0
0.59,0.52,0.53,0.65,0.47,279,2
0.6,0.5,0.53,0.64,0.49,-396,0
0.63,0.55,0.55,0.7,0.57,298,2
0.65,0.54,0.57,0.73,0.62,196,3
0.6,0.51,0.54,0.64,0.51,-15,0
0.6,0.49,0.53,0.63,0.48,-139,0
0.6,0.51,0.54,0.65,0.52,125,2
0.67,0.54,0.58,0.72,0.61,377,3
0.63,0.5,0.54,0.66,0.55,64,2
0.59,0.47,0.54,0.63,0.49,-33,0
0.58,0.49,0.54,0.64,0.48,-24,0
0.58,0.48,0.54,0.64,0.47,-64,0
0.6,0.49,0.53,0.65,0.48,-373,0
0.65,0.5,0.56,0.66,0.5,249,2
0.74,0.52,0.59,0.68,0.54,433,3
0.62,0.49,0.53,0.65,0.51,254,2
0.58,0.49,0.53,0.63,0.48,-252,0
0.6,0.48,0.55,0.66,0.48,3,2
0.66,0.52,0.6,0.72,0.53,425,2
0.61,0.48,0.54,0.66,0.5,-79,0
0.57,0.49,0.53,0.62,0.49,-58,0
0.58,0.49,0.54,0.63,0.49,-284,0
0.62,0.5,0.58,0.73,0.49,560,2
0.68,0.48,0.57,0.7,0.52,131,2
0.59,0.49,0.53,0.62,0.49,-333,0
0.57,0.49,0.54,0.63,0.48,-8,0
0.56,0.51,0.54,0.65,0.49,33,2
0.58,0.5,0.55,0.65,0.5,421,2
0.59,0.48,0.54,0.65,0.54,156,2
0.59,0.49,0.53,0.65,0.52,-1,0
0.59,0.5,0.54,0.64,0.49,-9,0
0.61,0.48,0.52,0.64,0.47,-37,0
0.6,0.5,0.53,0.64,0.53,270,2
0.6,0.54,0.52,0.65,0.55,92,2
0.6,0.49,0.51,0.65,0.51,-51,0
0.59,0.46,0.52,0.64,0.49,72,2
0.59,0.49,0.52,0.63,0.49,79,2
0.59,0.49,0.52,0.63,0.49,22,2
0.59,0.51,0.53,0.63,0.49,109,2
0.58,0.53,0.53,0.64,0.56,120,2
0.58,0.52,0.52,0.65,0.57,-77,0
0.59,0.49,0.52,0.64,0.52,41,2
0.58,0.5,0.53,0.64,0.5,69,2
0.59,0.49,0.52,0.64,0.48,30,2
0.58,0.5,0.52,0.63,0.48,20,2
0.58,0.51,0.54,0.63,0.49,347,2
0.58,0.54,0.54,0.63,0.54,22,2
0.6,0.59,0.57,0.64,0.56,-6,0
0.59,0.52,0.54,0.63,0.52,47,2
0.57,0.49,0.53,0.63,0.5,-43,0
0.59,0.51,0.52,0.64,0.48,114,2
0.57,0.5,0.53,0.63,0.47,162,2
0.59,0.51,0.51,0.63,0.49,170,2
0.6,0.56,0.55,0.64,0.53,24,2
0.62,0.59,0.59,0.65,0.55,-13,0
0.59,0.52,0.5,0.63,0.48,-56,0
0.58,0.49,0.52,0.63,0.47,102,2
0.57,0.51,0.53,0.63,0.5,227,2
0.6,0.55,0.59,0.64,0.54,108,2
0.62,0.56,0.61,0.65,0.54,-65,0
0.58,0.51,0.53,0.64,0.49,-39,0
0.57,0.49,0.51,0.63,0.48,93,2
0.57,0.51,0.5,0.65,0.48,232,2
0.61,0.55,0.58,0.65,0.52,19,2
0.62,0.56,0.59,0.65,0.53,-50,0
0.58,0.48,0.51,0.63,0.47,28,2
0.56,0.47,0.52,0.64,0.46,87,2
0.58,0.5,0.53,0.63,0.47,152,2
0.6,0.54,0.56,0.63,0.51,31,2
0.59,0.48,0.53,0.63,0.47,71,2
0.58,0.49,0.53,0.64,0.48,45,2
0.58,0.49,0.53,0.64,0.48,44,2
0.59,0.49,0.54,0.67,0.47,43,2
0.59,0.5,0.53,0.64,0.47,45,2
0.58,0.5,0.53,0.65,0.48,60,2
0.58,0.49,0.53,0.65,0.48,-11,0
0.6,0.51,0.54,0.65,0.48,-73,0
0.66,0.52,0.55,0.71,0.57,232,2
0.62,0.5,0.53,0.67,0.56,170,2
0.58,0.48,0.54,0.64,0.5,-95,0
0.59,0.51,0.54,0.65,0.49,-96,0
0.65,0.53,0.55,0.74,0.59,292,3
0.65,0.52,0.56,0.7,0.61,38,2
0.58,0.49,0.54,0.65,0.52,24,2
0.59,0.5,0.54,0.65,0.49,-51,0
0.6,0.51,0.54,0.66,0.51,128,2
0.63,0.54,0.56,0.75,0.58,142,3
0.6,0.5,0.55,0.67,0.54,79,2
0.58,0.48,0.52,0.63,0.49,89,2
0.55,0.47,0.55,0.63,0.5,-230,0
0.6,0.51,0.54,0.66,0.53,225,2
0.64,0.52,0.56,0.68,0.57,259,2
0.59,0.48,0.53,0.63,0.52,83,2
0.57,0.48,0.53,0.65,0.49,-95,0
0.61,0.49,0.54,0.63,0.48,-176,0
0.63,0.52,0.55,0.66,0.56,116,2
0.62,0.5,0.56,0.66,0.55,174,2
0.59,0.48,0.52,0.62,0.49,11,2
0.56,0.5,0.52,0.63,0.49,3,2
0.63,0.53,0.55,0.68,0.55,118,2
0.63,0.53,0.55,0.67,0.55,-61,0
0.6,0.49,0.54,0.64,0.51,77,2
0.55,0.47,0.55,0.65,0.51,32,2
0.58,0.49,0.54,0.65,0.52,-120,0
0.61,0.52,0.54,0.7,0.53,233,2
0.62,0.52,0.56,0.72,0.58,205,2
0.57,0.47,0.53,0.66,0.51,-75,0
0.6,0.48,0.53,0.63,0.5,-93,0
0.6,0.52,0.54,0.68,0.53,49,2
0.58,0.5,0.55,0.64,0.5,60,2
0.58,0.51,0.53,0.62,0.48,65,2
0.58,0.5,0.54,0.62,0.48,74,2
0.6,0.51,0.52,0.62,0.47,69,2
0.6,0.53,0.57,0.63,0.49,-89,0
0.65,0.62,0.54,0.7,0.58,190,3
0.61,0.49,0.54,0.65,0.53,103,2
0.57,0.43,0.53,0.62,0.47,-11,0
0.56,0.48,0.52,0.62,0.47,49,2
0.63,0.55,0.53,0.66,0.5,219,2
0.69,0.61,0.56,0.72,0.6,148,3
0.57,0.42,0.53,0.63,0.51,-20,0
0.57,0.45,0.53,0.63,0.47,-29,0
0.59,0.49,0.53,0.63,0.48,-76,0
0.59,0.51,0.53,0.65,0.48,68,2
0.66,0.56,0.55,0.71,0.58,237,3
0.64,0.51,0.55,0.68,0.58,21,2
0.57,0.44,0.53,0.64,0.49,73,2
0.57,0.46,0.52,0.61,0.48,97,2
0.57,0.49,0.52,0.63,0.48,-236,0
0.66,0.54,0.55,0.72,0.56,271,2
0.64,0.51,0.56,0.71,0.55,144,2
0.54,0.49,0.53,0.63,0.48,-19,0
0.56,0.47,0.52,0.62,0.47,-22,0
0.57,0.49,0.52,0.64,0.48,-266,0
0.59,0.49,0.55,0.73,0.49,29,2
0.65,0.52,0.59,0.78,0.52,423,3
0.6,0.45,0.56,0.67,0.5,54,2
0.57,0.46,0.54,0.64,0.48,-7,0
0.58,0.47,0.54,0.65,0.5,-438,0
0.67,0.51,0.56,0.8,0.5,245,2
0.69,0.5,0.58,0.77,0.54,317,3
0.6,0.45,0.55,0.66,0.5,105,2
0.57,0.47,0.53,0.64,0.46,-49,0
0.6,0.47,0.54,0.68,0.47,9,2
0.71,0.52,0.58,0.8,0.53,233,3
0.63,0.48,0.55,0.69,0.51,27,2
0.58,0.47,0.53,0.64,0.46,103,2
0.57,0.48,0.51,0.64,0.48,20,2
0.57,0.48,0.53,0.64,0.47,122,2
0.58,0.5,0.53,0.63,0.49,103,2
0.57,0.48,0.53,0.63,0.49,62,2
0.57,0.5,0.53,0.63,0.49,38,2
0.57,0.49,0.53,0.63,0.49,65,2
0.57,0.5,0.57,0.62,0.48,82,2
0.58,0.51,0.52,0.65,0.53,-144,0
0.62,0.6,0.55,0.73,0.63,180,3
0.59,0.53,0.56,0.69,0.61,163,2
0.57,0.43,0.53,0.63,0.51,-21,0
0.58,0.47,0.52,0.62,0.48,313,2
0.59,0.52,0.53,0.64,0.55,59,2
0.63,0.63,0.57,0.72,0.6,-32,1
0.59,0.47,0.57,0.65,0.54,-256,0
0.57,0.43,0.54,0.63,0.5,61,2
0.59,0.46,0.53,0.63,0.5,12,2
0.58,0.52,0.53,0.63,0.54,109,2
0.63,0.63,0.57,0.73,0.6,78,3
0.61,0.51,0.55,0.66,0.54,85,2
0.58,0.43,0.52,0.62,0.51,90,2
0.58,0.45,0.53,0.62,0.5,24,2
0.57,0.48,0.53,0.64,0.5,-489,0
0.61,0.54,0.54,0.67,0.53,334,2
0.71,0.53,0.55,0.73,0.64,314,3
0.61,0.5,0.54,0.65,0.55,-21,0
0.56,0.49,0.53,0.62,0.49,19,2
0.59,0.49,0.56,0.63,0.49,-329,0
0.62,0.52,0.54,0.71,0.5,81,2
0.65,0.56,0.56,0.77,0.53,220,3
0.57,0.49,0.55,0.66,0.52,98,2
0.58,0.48,0.52,0.64,0.48,86,2
0.58,0.47,0.53,0.64,0.48,4,2
0.58,0.48,0.53,0.66,0.48,-106,0
0.62,0.49,0.59,0.78,0.5,423,2
0.65,0.48,0.57,0.74,0.5,8,2
0.56,0.46,0.53,0.63,0.49,-79,0
0.57,0.48,0.53,0.63,0.48,58,2
0.6,0.48,0.55,0.66,0.48,26,2
0.69,0.5,0.6,0.81,0.52,203,3
0.59,0.47,0.53,0.66,0.49,-18,0
0.58,0.48,0.53,0.63,0.48,55,2
0.58,0.5,0.54,0.64,0.49,51,2
0.59,0.49,0.54,0.65,0.49,60,2
0.6,0.5,0.54,0.64,0.49,88,2
0.6,0.5,0.53,0.64,0.49,20,2
0.59,0.49,0.53,0.65,0.5,33,2
0.58,0.49,0.53,0.65,0.48,76,2
0.59,0.5,0.52,0.66,0.5,-197,0
0.65,0.54,0.57,0.76,0.63,292,3
0.65,0.52,0.56,0.71,0.65,170,3
0.58,0.48,0.53,0.64,0.51,90,2
0.58,0.48,0.53,0.63,0.49,-155,0
0.59,0.49,0.52,0.64,0.49,-206,0
0.63,0.51,0.54,0.68,0.58,157,2
0.63,0.52,0.56,0.68,0.58,222,2
0.58,0.49,0.53,0.64,0.5,-4,0
0.57,0.48,0.53,0.63,0.49,-266,0
0.63,0.51,0.55,0.66,0.56,171,2
0.65,0.52,0.57,0.69,0.58,511,2
0.59,0.51,0.54,0.65,0.5,-23,0
0.56,0.48,0.54,0.63,0.49,81,2
0.57,0.48,0.52,0.64,0.51,-190,0
0.59,0.5,0.54,0.66,0.51,41,2
0.62,0.56,0.55,0.73,0.63,229,3
0.59,0.48,0.54,0.67,0.53,81,2
0.57,0.46,0.53,0.63,0.52,-133,0
0.59,0.51,0.54,0.68,0.52,23,2
0.64,0.59,0.57,0.81,0.68,426,3
0.57,0.49,0.54,0.67,0.55,109,2
0.58,0.45,0.53,0.62,0.52,17,2
0.58,0.48,0.53,0.64,0.49,70,2
0.58,0.48,0.53,0.64,0.5,54,2
0.58,0.48,0.52,0.63,0.49,-89,0
0.59,0.5,0.55,0.69,0.5,399,2
0.72,0.52,0.63,0.76,0.53,107,3
0.62,0.46,0.55,0.65,0.5,-76,0
0.58,0.46,0.52,0.65,0.5,107,2
0.58,0.48,0.52,0.68,0.49,-38,0
0.71,0.53,0.63,0.81,0.54,456,3
0.66,0.48,0.58,0.67,0.52,-111,0
0.57,0.46,0.53,0.64,0.49,47,2
0.59,0.5,0.54,0.65,0.48,60,2
0.57,0.51,0.55,0.65,0.49,61,2
0.59,0.51,0.54,0.66,0.49,55,2
0.59,0.5,0.54,0.65,0.49,56,2
0.6,0.49,0.55,0.65,0.48,55,2
0.6,0.5,0.53,0.65,0.49,51,2
0.6,0.49,0.54,0.63,0.49,71,2
0.6,0.48,0.54,0.65,0.48,57,2
0.6,0.5,0.53,0.65,0.49,31,2
0.58,0.49,0.53,0.66,0.5,129,2
0.61,0.51,0.54,0.68,0.56,200,2
0.62,0.56,0.57,0.7,0.65,132,3
0.61,0.46,0.54,0.66,0.57,43,2
0.59,0.47,0.53,0.64,0.52,-83,0
0.6,0.51,0.53,0.64,0.52,-19,0
0.65,0.59,0.57,0.73,0.67,470,3
0.6,0.47,0.52,0.65,0.58,63,2
0.59,0.49,0.53,0.64,0.5,182,2
0.62,0.49,0.54,0.65,0.48,22,2
0.59,0.48,0.53,0.65,0.48,-117,0
0.6,0.48,0.54,0.71,0.5,149,2
0.73,0.46,0.62,0.72,0.54,425,3
0.64,0.48,0.58,0.66,0.5,-32,0
0.58,0.49,0.53,0.65,0.49,73,2
0.58,0.49,0.53,0.65,0.5,-98,0
0.61,0.49,0.55,0.65,0.49,243,2
0.75,0.53,0.64,0.71,0.54,370,3
0.64,0.47,0.56,0.65,0.51,-85,0
0.58,0.48,0.51,0.65,0.51,-38,0
0.58,0.49,0.53,0.65,0.5,100,2
0.59,0.49,0.52,0.64,0.5,-14,0
0.6,0.5,0.54,0.66,0.49,336,2
0.7,0.52,0.75,0.65,0.53,83,3
0.65,0.51,0.61,0.64,0.51,-31,0
0.58,0.47,0.51,0.62,0.49,34,2
0.57,0.48,0.52,0.63,0.49,-510,0
0.65,0.55,0.7,0.66,0.51,348,3
0.66,0.51,0.67,0.65,0.51,-129,0
0.56,0.46,0.54,0.62,0.49,-30,0
0.57,0.49,0.54,0.64,0.5,97,2
0.6,0.49,0.54,0.63,0.46,59,2
0.58,0.48,0.54,0.63,0.47,57,2
0.58,0.49,0.53,0.64,0.49,56,2
0.58,0.46,0.55,0.64,0.48,52,2
0.58,0.49,0.54,0.63,0.48,52,2
0.58,0.49,0.53,0.63,0.49,57,2
0.58,0.49,0.53,0.63,0.48,57,2
0.58,0.49,0.53,0.63,0.49,123,2
0.59,0.5,0.55,0.64,0.49,-314,0
0.6,0.52,0.54,0.66,0.54,450,2
0.69,0.59,0.57,0.78,0.66,368,3
0.63,0.5,0.55,0.69,0.6,-21,0
0.6,0.49,0.53,0.63,0.5,46,2
0.58,0.49,0.53,0.63,0.5,60,2
0.58,0.49,0.52,0.65,0.5,-365,0
0.62,0.52,0.55,0.65,0.53,215,2
0.65,0.53,0.56,0.69,0.59,303,2
0.58,0.49,0.54,0.65,0.51,69,2
0.58,0.47,0.54,0.64,0.5,21,2
0.59,0.5,0.53,0.63,0.5,-140,0
0.63,0.51,0.54,0.65,0.55,18,2
0.63,0.52,0.55,0.67,0.59,239,2
0.59,0.49,0.53,0.64,0.51,56,2
0.58,0.48,0.53,0.63,0.5,101,2
0.63,0.52,0.54,0.65,0.53,166,2
0.65,0.52,0.55,0.68,0.61,69,2
0.61,0.5,0.54,0.64,0.54,14,2
0.59,0.47,0.53,0.63,0.5,-69,0
0.58,0.48,0.53,0.62,0.5,126,2
0.65,0.51,0.54,0.65,0.58,5,2
0.64,0.52,0.56,0.67,0.59,112,2
0.6,0.49,0.54,0.65,0.52,43,2
0.58,0.48,0.53,0.62,0.48,-65,0
0.58,0.48,0.52,0.61,0.48,-84,0
0.57,0.48,0.54,0.65,0.49,-123,0
0.68,0.53,0.57,0.68,0.57,347,2
0.65,0.48,0.54,0.65,0.55,131,2
0.59,0.47,0.52,0.63,0.49,0,2
0.56,0.47,0.52,0.62,0.48,-84,0
0.61,0.49,0.53,0.64,0.49,155,2
0.59,0.5,0.53,0.65,0.48,1,2
0.59,0.48,0.52,0.66,0.51,19,2
0.61,0.49,0.54,0.69,0.5,-335,0
0.66,0.52,0.56,0.75,0.58,315,3
0.66,0.5,0.56,0.72,0.6,258,2
0.61,0.49,0.53,0.64,0.52,-36,0
0.59,0.49,0.53,0.64,0.48,-474,0
0.64,0.53,0.54,0.7,0.54,40,2
0.69,0.57,0.57,0.81,0.65,510,3
0.65,0.49,0.54,0.71,0.6,204,2
0.58,0.48,0.53,0.63,0.49,-714,0
0.62,0.52,0.53,0.69,0.51,-66,0
0.76,0.61,0.61,0.85,0.72,820,3
0.66,0.5,0.55,0.76,0.62,203,3
0.58,0.48,0.54,0.63,0.5,-187,0
0.58,0.5,0.53,0.63,0.5,-819,0
0.71,0.57,0.59,0.86,0.62,1319,3
0.7,0.52,0.57,0.82,0.65,278,3
0.59,0.47,0.53,0.62,0.51,-309,0
0.57,0.48,0.53,0.62,0.49,-75,0
0.6,0.48,0.52,0.65,0.48,-478,0
0.71,0.54,0.59,0.85,0.53,747,3
0.68,0.5,0.56,0.76,0.52,39,2
0.58,0.48,0.53,0.61,0.48,-91,0
0.59,0.49,0.53,0.64,0.48,-241,0
0.74,0.56,0.6,0.86,0.53,873,3
0.65,0.48,0.54,0.72,0.5,-88,0
0.57,0.48,0.52,0.6,0.48,-136,0
0.58,0.48,0.52,0.62,0.49,-155,0
0.72,0.55,0.6,0.86,0.51,863,3
0.69,0.49,0.55,0.74,0.51,-196,0
0.58,0.48,0.52,0.6,0.49,-181,0
0.59,0.48,0.53,0.64,0.49,31,2
0.71,0.53,0.56,0.79,0.51,628,3
0.65,0.5,0.56,0.72,0.5,-305,0
0.57,0.49,0.53,0.59,0.48,-416,0
0.56,0.47,0.54,0.63,0.49,38,2
0.57,0.48,0.54,0.63,0.51,674,2
0.63,0.54,0.55,0.67,0.65,201,2
0.59,0.45,0.54,0.65,0.55,-304,0
0.63,0.52,0.55,0.67,0.52,54,2
0.65,0.54,0.54,0.66,0.52,183,2
0.64,0.55,0.56,0.67,0.53,75,2
0.61,0.54,0.57,0.67,0.54,-92,0
0.62,0.51,0.56,0.65,0.51,4,2
0.62,0.51,0.54,0.66,0.52,57,2
0.61,0.51,0.55,0.65,0.51,89,2
0.63,0.57,0.56,0.71,0.57,189,2
0.65,0.56,0.57,0.7,0.58,-13,1
0.61,0.5,0.56,0.66,0.53,-39,0
0.62,0.52,0.56,0.66,0.52,-111,0
0.64,0.55,0.55,0.74,0.56,233,2
0.67,0.58,0.58,0.74,0.6,131,3
0.62,0.52,0.53,0.69,0.55,-48,0
0.61,0.53,0.56,0.65,0.51,-217,0
0.62,0.54,0.56,0.69,0.54,219,2
0.65,0.58,0.57,0.75,0.6,161,3
0.64,0.54,0.56,0.69,0.55,-26,0
0.62,0.53,0.56,0.65,0.52,-33,0
0.62,0.52,0.57,0.65,0.52,123,2
0.67,0.57,0.58,0.76,0.65,342,3
0.63,0.54,0.56,0.69,0.58,-89,0
0.61,0.51,0.59,0.65,0.52,61,2
0.62,0.52,0.57,0.65,0.51,24,2
0.66,0.56,0.57,0.74,0.63,262,3
0.63,0.53,0.57,0.68,0.57,-19,0
0.61,0.51,0.55,0.65,0.52,-289,0
0.61,0.54,0.57,0.71,0.54,25,2
0.67,0.58,0.58,0.8,0.68,411,3
0.63,0.53,0.57,0.69,0.59,20,2
0.59,0.52,0.56,0.65,0.51,-64,0
0.61,0.53,0.57,0.67,0.51,211,2
0.66,0.56,0.57,0.81,0.66,225,3
0.62,0.51,0.57,0.72,0.57,-13,0
0.62,0.51,0.56,0.65,0.51,103,2
0.62,0.52,0.57,0.65,0.52,-64,0
0.65,0.56,0.59,0.83,0.65,281,3
0.63,0.54,0.56,0.73,0.59,-40,1
0.59,0.51,0.61,0.65,0.5,65,2
0.61,0.52,0.57,0.65,0.51,238,2
0.63,0.53,0.58,0.67,0.55,-25,0
0.62,0.54,0.56,0.66,0.52,25,2
0.63,0.54,0.57,0.65,0.52,318,2
0.62,0.55,0.56,0.66,0.59,75,2
0.62,0.58,0.57,0.65,0.61,-182,0
0.62,0.52,0.56,0.66,0.49,62,2
0.62,0.52,0.57,0.66,0.52,290,2
0.62,0.56,0.57,0.66,0.61,233,2
0.63,0.63,0.59,0.68,0.67,-207,1
0.63,0.53,0.56,0.66,0.58,-84,0
0.61,0.5,0.55,0.66,0.53,210,2
0.61,0.55,0.57,0.66,0.61,235,2
0.63,0.63,0.61,0.68,0.68,-162,1
0.62,0.52,0.56,0.66,0.55,-19,0
0.62,0.51,0.55,0.66,0.51,484,2
0.63,0.59,0.59,0.67,0.67,77,3
0.63,0.63,0.59,0.67,0.65,-295,1
0.62,0.5,0.56,0.66,0.53,-120,0
0.62,0.51,0.56,0.65,0.51,385,2
0.63,0.6,0.57,0.68,0.66,70,3
0.63,0.63,0.6,0.7,0.66,-176,1
0.61,0.5,0.54,0.67,0.54,-2,0
0.61,0.5,0.55,0.65,0.51,211,2
0.62,0.55,0.55,0.68,0.63,35,2
0.63,0.61,0.58,0.69,0.65,-112,1
0.62,0.49,0.56,0.66,0.53,6,2
0.62,0.51,0.56,0.67,0.53,350,2
0.65,0.64,0.58,0.68,0.69,-7,1
0.62,0.57,0.58,0.66,0.63,-180,1
0.62,0.49,0.55,0.66,0.53,55,2
0.61,0.5,0.56,0.65,0.53,406,2
0.64,0.62,0.59,0.67,0.67,-102,1
0.63,0.57,0.57,0.67,0.62,-49,1
0.62,0.48,0.55,0.66,0.52,61,2
0.61,0.48,0.56,0.66,0.52,163,2
0.63,0.58,0.57,0.67,0.6,76,3
0.63,0.56,0.56,0.69,0.61,-86,1
0.61,0.48,0.55,0.67,0.52,-100,0
0.62,0.48,0.55,0.66,0.53,333,2
0.63,0.56,0.58,0.67,0.61,42,3
0.62,0.51,0.56,0.68,0.51,53,2
0.62,0.51,0.56,0.67,0.51,55,2
0.64,0.52,0.56,0.68,0.51,36,2
0.62,0.56,0.54,0.68,0.49,4,2
0.62,0.52,0.55,0.69,0.5,-462,0
0.64,0.54,0.57,0.71,0.52,-155,0
0.73,0.55,0.6,0.71,0.58,647,3
0.66,0.53,0.57,0.68,0.53,343,2
0.61,0.53,0.55,0.66,0.53,-854,0
0.64,0.53,0.56,0.71,0.53,299,2
0.76,0.54,0.62,0.71,0.56,778,3
0.66,0.53,0.56,0.68,0.52,929,2
0.61,0.53,0.54,0.65,0.53,-874,0
0.66,0.54,0.58,0.7,0.56,442,2
0.74,0.53,0.6,0.72,0.57,674,3
0.64,0.53,0.56,0.65,0.53,-170,0
0.61,0.54,0.55,0.65,0.52,-188,0
0.63,0.53,0.55,0.66,0.53,-181,0
0.69,0.54,0.59,0.72,0.57,818,3
0.65,0.53,0.57,0.68,0.55,-57,0
0.62,0.53,0.56,0.64,0.54,-228,0
0.62,0.52,0.56,0.65,0.53,-134,0
0.65,0.54,0.58,0.78,0.55,582,3
0.64,0.52,0.57,0.73,0.55,59,2
0.63,0.53,0.55,0.65,0.54,-209,0
0.62,0.54,0.56,0.65,0.53,13,2
0.65,0.56,0.61,0.81,0.53,539,3
0.65,0.52,0.59,0.74,0.55,0,3
0.62,0.52,0.55,0.64,0.54,-216,0
0.61,0.52,0.56,0.65,0.53,-124,0
0.65,0.54,0.59,0.8,0.54,516,3
0.65,0.53,0.59,0.73,0.54,-124,0
0.62,0.52,0.56,0.65,0.53,-188,0
0.64,0.52,0.55,0.65,0.53,-16,0
0.64,0.54,0.57,0.78,0.53,423,3
0.67,0.53,0.61,0.79,0.57,105,3
0.63,0.52,0.56,0.65,0.53,37,2
0.62,0.53,0.56,0.65,0.53,67,2
0.64,0.52,0.56,0.67,0.52,280,2
0.67,0.54,0.61,0.82,0.55,296,3
0.61,0.53,0.57,0.67,0.53,28,2
0.54,0.54,0.54,0.66,0.52,69,2
0.6,0.52,0.55,0.65,0.52,50,2
0.62,0.52,0.55,0.66,0.53,-9,0
0.65,0.54,0.59,0.82,0.53,400,3
0.64,0.52,0.58,0.72,0.53,-88,0
0.6,0.53,0.56,0.65,0.53,-162,0
0.62,0.52,0.56,0.68,0.51,154,2
0.69,0.53,0.6,0.8,0.52,293,3
0.62,0.52,0.57,0.66,0.53,-165,0
0.61,0.52,0.57,0.64,0.52,-130,0
0.65,0.53,0.58,0.82,0.51,411,3
0.69,0.52,0.6,0.77,0.54,91,3
0.6,0.52,0.57,0.65,0.52,-265,0
0.59,0.52,0.55,0.65,0.51,40,2
0.67,0.54,0.6,0.85,0.52,386,3
0.65,0.51,0.57,0.71,0.54,-167,0
0.6,0.52,0.56,0.64,0.52,-106,0
0.59,0.52,0.54,0.65,0.51,140,2
0.67,0.53,0.59,0.85,0.52,335,3
0.62,0.52,0.58,0.69,0.53,-135,0
0.6,0.53,0.55,0.63,0.52,-172,0
0.63,0.53,0.56,0.72,0.52,309,2
0.71,0.53,0.6,0.8,0.56,399,3
0.62,0.5,0.56,0.65,0.53,-288,0
0.58,0.52,0.54,0.65,0.52,-144,0
0.62,0.53,0.55,0.7,0.51,280,2
0.72,0.53,0.61,0.81,0.53,279,3
0.61,0.52,0.56,0.65,0.53,-229,0
0.59,0.52,0.55,0.64,0.52,-226,0
0.61,0.52,0.56,0.69,0.52,430,2
0.69,0.54,0.58,0.77,0.56,340,3
0.61,0.52,0.56,0.66,0.53,-246,0
0.58,0.53,0.61,0.65,0.6,-256,0
0.63,0.53,0.54,0.7,0.53,295,2
0.66,0.54,0.59,0.78,0.54,320,3
0.6,0.51,0.56,0.65,0.53,-180,0
0.6,0.52,0.55,0.65,0.52,-133,0
0.65,0.54,0.58,0.81,0.51,396,3
0.65,0.52,0.59,0.73,0.54,-5,0
0.62,0.53,0.57,0.66,0.54,45,2
0.62,0.53,0.57,0.65,0.53,55,2
0.61,0.53,0.56,0.65,0.52,54,2
0.62,0.53,0.55,0.65,0.53,80,2
0.61,0.54,0.56,0.65,0.55,129,2
0.62,0.61,0.56,0.66,0.62,-1,1
0.64,0.54,0.56,0.65,0.54,9,2
0.63,0.5,0.56,0.66,0.5,33,2
0.62,0.56,0.56,0.65,0.56,157,2
0.63,0.6,0.57,0.66,0.59,-52,1
0.63,0.5,0.57,0.66,0.51,16,2
0.63,0.5,0.55,0.66,0.5,169,2
0.64,0.64,0.56,0.66,0.66,7,3
0.65,0.58,0.57,0.66,0.59,7,3
0.64,0.48,0.56,0.66,0.5,-18,0
0.62,0.55,0.56,0.67,0.54,191,2
0.64,0.62,0.56,0.66,0.62,-6,1
0.63,0.49,0.55,0.66,0.51,17,2
0.63,0.48,0.55,0.67,0.49,114,2
0.63,0.62,0.57,0.67,0.65,112,3
0.64,0.6,0.58,0.67,0.61,-37,1
0.63,0.46,0.55,0.67,0.49,-29,0
0.63,0.48,0.55,0.67,0.49,369,2
0.64,0.61,0.57,0.67,0.64,75,3
0.63,0.54,0.57,0.66,0.57,-149,0
0.63,0.47,0.55,0.67,0.49,40,2
0.63,0.53,0.55,0.66,0.55,233,2
0.64,0.62,0.57,0.67,0.61,-185,1
0.63,0.48,0.55,0.66,0.51,-46,0
0.63,0.47,0.55,0.67,0.5,420,2
0.64,0.6,0.57,0.66,0.61,-95,1
0.63,0.53,0.56,0.65,0.54,34,2
0.62,0.46,0.55,0.66,0.5,-59,0
0.63,0.5,0.55,0.67,0.51,295,2
0.63,0.62,0.58,0.69,0.63,-101,1
